participant_id,version,sentence_id,stimulus,transcription,human_score,auto_score,rationale
10,vA,6,Dudo que sepa manejar muy bien (10),Dudo que sepa manejar muy bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=7, n_learner=6)"
10,vA,7,Las calles de esta ciudad son muy anchas (11),Las calles de esta ciudad son muy anchas,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
10,vA,8, Puede que llueva mañana todo el día (12),Puede que llueva mañana todo el día,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
10,vA,9,Las casas son muy bonitas pero caras (12),Las casas son muy bonitas pero caras,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
10,vA,10,Me gustan las películas que acaban bien (12),Me gustan las películas que acaban bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
10,vA,11,El chico con el que yo salgo es español (13),El chico con quien yo salgo es español,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=10, n_learner=8)"
10,vA,12,Después de cenar me fui a dormir tranquilo (13),Después de cenar yo me fui a dormir tranquilo,3.0,3,"Near-accurate meaning (content_overlap=0.83, edit=2, n_target=9, n_learner=9)"
10,vA,13,Quiero una casa en la que vivan mis animales (14),Quiero una casa que vivan mis animales,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=10, n_learner=7)"
10,vA,14,A nosotros nos fascinan las fiestas grandiosas (14),A nosotros nos [fas-] fascina fiestas grandiosas [-grandiosas],3.0,2,"Partial meaning (content_overlap=0.60, edit=3, n_target=8, n_learner=6)"
10,vA,15,Ella sólo bebe cerveza y no come nada (15),Ella sólo bebe cerveza y no come nada,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
10,vA,16,Me gustaría que el precio de las casas bajara (15),[Me gustaría que-] me gustaría que el precio de las casas bajara,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
10,vA,17,Cruza a la derecha y después sigue todo recto (15),Cruza a la derecha y después sigue todo recto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
10,vA,18,Ella ha terminado de pintar su apartamento (15),Ella ha terminado de pintar su apartamento,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
10,vA,19,Me gustaría que empezara a hacer más calor pronto (15),Me gustaría que haga calor pronto,3.0,2,"Partial meaning (content_overlap=0.60, edit=5, n_target=10, n_learner=6)"
10,vA,20,El niño al que se le murió el gato está triste (16),Al niño que se le murió el gato está triste,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=12, n_learner=10)"
10,vA,21,Una amiga mía cuida a los niños de mi vecino (16),"Un, una amiga mía cuida a los gatos de los vecinos",2.0,2,"Partial meaning (content_overlap=0.50, edit=5, n_target=11, n_learner=11)"
10,vA,22,El gato que era negro fue perseguido por el perro (16),El gato que era negro fue perseguido por el perro,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=11, n_learner=10)"
10,vA,23,Antes de poder salir él tiene que limpiar su cuarto (16),Antes de poder salir él tiene que limpiar su cuarto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
10,vA,24,La cantidad de personas que fuman ha disminuido (17),La cantidad de personas que fuman ha disminuido,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
10,vA,25,Después de llegar a casa del trabajo tomé la cena (17),Después de llegar del trabajo me tomé la cena,3.0,3,"Near-accurate meaning (content_overlap=0.71, edit=4, n_target=11, n_learner=9)"
10,vA,26,El ladrón al que atrapó la policía era famoso (17),El ladrón que atrapó la policía era famoso,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=10, n_learner=8)"
10,vA,27,Le pedí a un amigo que me ayudara con la tarea (17),Le pedí a un amigo que me ayudara con la tarea,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
10,vA,28,El examen no fue tan difícil como me habían dicho (17),El examen no era tan difícil como me habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=2, n_target=11, n_learner=10)"
10,vA,29,¿Serías tan amable de darme el libro que está en la mesa? (17),¿Serías tan [habla-] amable de darme el libro que está en la mesa?,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
10,vA,30,Hay mucha gente que no toma nada para el desayuno (17),Hay mucha gente que no toma nada para el desayuno,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
10,vB,1,Quiero comerme el huevo. (7) ,Quiero comerme el huevo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
10,vB,2,El pez está en la sala. (7),El pez está en la sala,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
10,vB,3,La tarea la tiene Carla. (8),La tarea la tiene Carla,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
10,vB,4,Él se duerme por la tarde. (8),El se duerme por la tarde,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
10,vB,5,¿Qué dijo que iba a acabar hoy? (9),¿Qué dijo que iba a acabar hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
10,vB,6,Dudo que sepan hablar Portugués. (10),Dudo que sepan hablar portugués,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=6, n_learner=5)"
10,vB,7,Las casas de este país son muy grandes. (11),Las casas de este país son muy grandes,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
10,vB,8,Puede que haga mucho calor esta noche. (12),Puede que haga mucho calor esta noche,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
10,vB,9,Los coches son muy baratos pero feos. (12),Los coches son muy baratos pero feos,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
10,vB,10,Me gusta la comida que es saludable. (12),Me gusta la comida que es saludable,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
10,vB,11,La chica con la que yo bailo es chilena. (13),La chica con quien bailo es chilea,3.0,2,"Partial response (content_overlap=0.40, n_learner=7 tokens)"
10,vB,12,Antes de correr me comí una manzana. (13),Antes de correr me comí una manzana,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
10,vB,13,Quiero un coche en el que quepa mi familia. (14),Quiero un coche que quepa mi familia,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=10, n_learner=7)"
10,vB,14,A ellos les encantan los libros de romance. (14),A ellos les encanta los libros de romance,4.0,2,"Partial meaning (content_overlap=0.60, edit=2, n_target=9, n_learner=8)"
10,vB,15,Él siempre tiene hambre porque no sabe cocinar. (15),Él siempre tiene hambre porque no sabe cocinar,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
10,vB,16,Me gustaría que el hijo de mi tía comiera. (15),Me gustaría que el hijo de mi tía comiera,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
10,vB,17,Cruce la calle y después vaya a la derecha. (15),Cruza la calle y de después vaya a la derecha,3.0,2,"Partial meaning (content_overlap=0.67, edit=3, n_target=10, n_learner=10)"
10,vB,18,Él ha empezado a entrenar con sus amigos. (15),Él ha empezado a entrenar con sus amigos,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
10,vB,19,Me gustaría que el semestre terminara pronto. (15),Me gustaría que el semestre terminara pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
10,vB,20,El bebé al que se le cayó la manta tiene frío. (16),El bebé al que se le cayó la manta tiene frío,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=12, n_learner=11)"
10,vB,21,Una amiga mía va a la capital con sus sobrinos. (16),Una amiga mía se fue a la capital con sus amigos,2.0,2,"Partial meaning (content_overlap=0.50, edit=4, n_target=11, n_learner=11)"
10,vB,22,La princesa que era muy bonita fue rescatada. (16),La princesa que fue muy bonita fue rescatada,3.0,3,"Near-accurate meaning (content_overlap=0.75, edit=2, n_target=9, n_learner=8)"
10,vB,23,"Después de comer, siempre tiene que lavarse los dientes. (16)",Después de comer [siempre-] siempre tienes que lavarte los dientes,2.0,2,"Partial meaning (content_overlap=0.57, edit=3, n_target=10, n_learner=9)"
10,vB,24,La cantidad de personas que votan ha incrementado. (17),La cantidad de personas que votan ha incrementado,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
10,vB,25,Antes de poder salir de la casa busqué mis llaves. (17),Antes de poder salir de la casa busqué por mis llaves,3.0,3,"Minor deviation (edit=2, content_overlap=0.86); meaning essentially preserved"
10,vB,26,El jefe al que atacó el empleado era gordo. (17),El jefe que atacó al empleado [empleado] era gordo,2.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=10, n_learner=8)"
10,vB,27,Le pedí a mi hermana que me ayudara en la casa. (17),Le pedí a mi hermana que me ayudara limpiando la casa,2.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=12, n_learner=11)"
10,vB,28,El trabajo no fue tan fácil como me habían dicho. (17),El trabajo no era tan fácil como me [ha-] habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=2, n_target=11, n_learner=10)"
10,vB,29,¿Te importaría traerme el café que dejé en la cocina? (18),¿Te importaría traerme el café que dejé en la cocina?,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
10,vB,30,Hay muchas personas que se quedan en casa si nieva mucho. (18),Hay muchas personas que se quedan en casa sin tener mucho,2.0,3,"Near-accurate meaning (content_overlap=0.71, edit=3, n_target=12, n_learner=11)"
11,vA,1,Quiero cortarme el pelo (7),Quiero cortarme el pelo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
11,vA,2,El libro está en la mesa (7),El libro está en la mesa,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
11,vA,3,El carro lo tiene Pedro (8),El carro lo tiene Pedro,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
11,vA,4,El se ducha cada mañana (9),Él se ducha cada mañana,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
11,vA,5,¿Qué dice usted que va a hacer hoy? (9),¿Qué dice usted que va a hacer hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
11,vA,6,Dudo que sepa manejar muy bien (10),Dudo que sepa manejar muy bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=7, n_learner=6)"
11,vA,7,Las calles de esta ciudad son muy anchas (11),Las calles de esta ciudad son muy anchas,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
11,vA,8, Puede que llueva mañana todo el día (12),Puede que llueva mañana todo el día,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
11,vA,9,Las casas son muy bonitas pero caras (12),Las casas son muy bonitas pero caras,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
11,vA,10,Me gustan las películas que acaban bien (12),Me gustan las películas que acaban bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vA,11,El chico con el que yo salgo es español (13),El chico con el que yo salgo es español,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vA,12,Después de cenar me fui a dormir tranquilo (13),Después de cenar me fui a dormir tranquilo,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
11,vA,13,Quiero una casa en la que vivan mis animales (14),Quiero una casa en la que vivan mis animales,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vA,14,A nosotros nos fascinan las fiestas grandiosas (14),A nosotros nos fascinan las fiestas grandiosas,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vA,15,Ella sólo bebe cerveza y no come nada (15),Ella sólo bebe cerveza y no come nada,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vA,16,Me gustaría que el precio de las casas bajara (15),Me gustaría que el precio de las casas bajara,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vA,17,Cruza a la derecha y después sigue todo recto (15),Cruza a la derecha y después sigue todo recto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vA,18,Ella ha terminado de pintar su apartamento (15),Ella ha terminado de pintar su apartamento,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vA,19,Me gustaría que empezara a hacer más calor pronto (15),Me gustaría que empezara a hacer más calor pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vA,20,El niño al que se le murió el gato está triste (16),El niño al que se le murió el gato está triste,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
11,vA,21,Una amiga mía cuida a los niños de mi vecino (16),Una amiga mía cuida a los niños de mi vecino,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vA,22,El gato que era negro fue perseguido por el perro (16),El gato que era negro fue perseguido por el perro,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=11, n_learner=10)"
11,vA,23,Antes de poder salir él tiene que limpiar su cuarto (16),Antes de poder salir él tiene que limpiar su cuarto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vA,24,La cantidad de personas que fuman ha disminuido (17),La cantidad de personas que fuman ha dismiduido,3.0,2,"Partial meaning (content_overlap=0.60, edit=2, n_target=9, n_learner=8)"
11,vA,25,Después de llegar a casa del trabajo tomé la cena (17),Después de llegar a casa del trabajo tomé la cena,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vA,26,El ladrón al que atrapó la policía era famoso (17),El  [lad-] ladrón al que atrapó la policía era famoso,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vA,27,Le pedí a un amigo que me ayudara con la tarea (17),Le pedí a un amigo que me ayudara con la tarea,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
11,vA,28,El examen no fue tan difícil como me habían dicho (17),El examen no fue tan difícil como me habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vA,29,¿Serías tan amable de darme el libro que está en la mesa? (17),¿Serías tan amable a darme el libro que está en la mesa?,4.0,3,"Minor deviation (edit=2, content_overlap=0.86); meaning essentially preserved"
11,vA,30,Hay mucha gente que no toma nada para el desayuno (17),Hay mucha gente que no toma nada para el desayuno,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vB,1,Quiero comerme el huevo. (7) ,Quiero comerme el huevo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
11,vB,2,El pez está en la sala. (7),El pez está en la sala,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
11,vB,3,La tarea la tiene Carla. (8),La tarea la tiene Carla,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
11,vB,4,Él se duerme por la tarde. (8),Él se duerme por la tarde,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
11,vB,5,¿Qué dijo que iba a acabar hoy? (9),¿Qué dijo que iba a acabar hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vB,6,Dudo que sepan hablar Portugués. (10),Dudo que sepan hablar portugués,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=6, n_learner=5)"
11,vB,7,Las casas de este país son muy grandes. (11),Las casas de este país son muy grandes,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
11,vB,8,Puede que haga mucho calor esta noche. (12),Puede que haga mucho calor esta noche,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
11,vB,9,Los coches son muy baratos pero feos. (12),Los coches son muy [...] caros pero feos,2.0,2,"Partial meaning (content_overlap=0.50, edit=2, n_target=8, n_learner=7)"
11,vB,10,Me gusta la comida que es saludable. (12),Me gusta la comida que es saludable,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
11,vB,11,La chica con la que yo bailo es chilena. (13),La chica con la que yo bailo es chilena,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vB,12,Antes de correr me comí una manzana. (13),Antes de correr me comí una manzana,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vB,13,Quiero un coche en el que quepa mi familia. (14),Quiero un coche en que quepa mi familia,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=10, n_learner=8)"
11,vB,14,A ellos les encantan los libros de romance. (14),A ellos les encantan los libros de romancia,3.0,2,"Partial meaning (content_overlap=0.60, edit=2, n_target=9, n_learner=8)"
11,vB,15,Él siempre tiene hambre porque no sabe cocinar. (15),Él siempre tiene hambre porque no sabe cocinar,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
11,vB,16,Me gustaría que el hijo de mi tía comiera. (15),Me gustaría que el hijo de mi tía comiera,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
11,vB,17,Cruce la calle y después vaya a la derecha. (15),Cruce la calle y después vaya a la derecha,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=10, n_learner=9)"
11,vB,18,Él ha empezado a entrenar con sus amigos. (15),Él ha empezado entrenar con sus amigos,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=2, n_target=9, n_learner=7)"
11,vB,19,Me gustaría que el semestre terminara pronto. (15),Me gustaría que el semestre terminara pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
11,vB,20,El bebé al que se le cayó la manta tiene frío. (16),El bebé al que se le cayó la manta tiene frío,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=12, n_learner=11)"
11,vB,21,Una amiga mía va a la capital con sus sobrinos. (16),Una amiga mía va a la capital con sus sobrinos,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vB,22,La princesa que era muy bonita fue rescatada. (16),La princesa que era muy bonita fue rescatada,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
11,vB,23,"Después de comer, siempre tiene que lavarse los dientes. (16)",Después de comer siempre tiene que lavarse los dientes,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vB,24,La cantidad de personas que votan ha incrementado. (17),La cantidad de personas que votan ha incrementado,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
11,vB,25,Antes de poder salir de la casa busqué mis llaves. (17),Antes de poder salir de la casa busqué mis llaves,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
11,vB,26,El jefe al que atacó el empleado era gordo. (17),El jefe el que [...] el jefe al que atrapó el empleado era gordo,2.0,2,"Partial meaning (content_overlap=0.60, edit=6, n_target=10, n_learner=13)"
11,vB,27,Le pedí a mi hermana que me ayudara en la casa. (17),Le pedí a mi hermana que me ayudara en la casa,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
11,vB,28,El trabajo no fue tan fácil como me habían dicho. (17),El trabajo no fue tan fácil como me habían dicho,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vB,29,¿Te importaría traerme el café que dejé en la cocina? (18),¿Te importaría traerme el café que dejé en la cocina?,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
11,vB,30,Hay muchas personas que se quedan en casa si nieva mucho. (18),Hay muchas personas que se quedan en casa si nieve mucho,3.0,3,"Near-accurate meaning (content_overlap=0.71, edit=2, n_target=12, n_learner=11)"
12,vA,1,Quiero cortarme el pelo (7),[Quiero cort-] quiero cortar mi pelo,3.0,2,"Partial meaning (content_overlap=0.50, edit=3, n_target=5, n_learner=4)"
12,vA,2,El libro está en la mesa (7),El libro está en la mesa,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
12,vA,3,El carro lo tiene Pedro (8),El carro lo tiene Pedro,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
12,vA,4,El se ducha cada mañana (9),Él se ducha cada mañana,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
12,vA,5,¿Qué dice usted que va a hacer hoy? (9),¿Qué dice usted que va a hacer hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
12,vA,6,Dudo que sepa manejar muy bien (10),Dudo que sepa manejar muy bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=7, n_learner=6)"
12,vA,7,Las calles de esta ciudad son muy anchas (11),Las calles de esta ciudad son muy anchas,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
12,vA,8, Puede que llueva mañana todo el día (12),Puede que llueva mañana todo el día,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
12,vA,9,Las casas son muy bonitas pero caras (12),Las casas son muy bonitas pero caras,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=8, n_learner=7)"
12,vA,10,Me gustan las películas que acaban bien (12),Me gustan las películas que acaban bien,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
12,vA,11,El chico con el que yo salgo es español (13),El chico con que yo salgo es español,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=10, n_learner=8)"
12,vA,12,Después de cenar me fui a dormir tranquilo (13),Después de cenar me fui a dormir tranquilo,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=9, n_learner=8)"
12,vA,13,Quiero una casa en la que vivan mis animales (14),Quiero una casa en la que vivan mis animales,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
12,vA,14,A nosotros nos fascinan las fiestas grandiosas (14),A nosotros nos fascinan las fiestas grandiosas,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
12,vA,15,Ella sólo bebe cerveza y no come nada (15),Ella sólo bebe cerveza y no come nada,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
12,vA,16,Me gustaría que el precio de las casas bajara (15),Me gustaría que el precio de las casas bajara,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
12,vA,17,Cruza a la derecha y después sigue todo recto (15),Cruza a la derecha y después sigue todo recto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
12,vA,18,Ella ha terminado de pintar su apartamento (15),Ella ha terminado de limpiar su apartamento,2.0,2,"Partial meaning (content_overlap=0.60, edit=2, n_target=8, n_learner=7)"
12,vA,19,Me gustaría que empezara a hacer más calor pronto (15),Me gustaría que empezara a hacer más calor pronto,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=10, n_learner=9)"
12,vA,20,El niño al que se le murió el gato está triste (16),El niño a quien se le murió el gato está triste,3.0,3,"Near-accurate meaning (content_overlap=0.80, edit=3, n_target=12, n_learner=11)"
12,vA,21,Una amiga mía cuida a los niños de mi vecino (16),Una amiga mía cuida a mi vecino,2.0,2,"Partial meaning (content_overlap=0.67, edit=4, n_target=11, n_learner=7)"
12,vA,22,El gato que era negro fue perseguido por el perro (16),El gato que era negro fue perseguido por el perro,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=11, n_learner=10)"
12,vA,23,Antes de poder salir él tiene que limpiar su cuarto (16),Antes de poder salir él tiene que limpiar su cuarto,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
12,vA,24,La cantidad de personas que fuman ha disminuido (17),La cantidad de personas que fuman ha disminuido,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=9, n_learner=8)"
12,vA,25,Después de llegar a casa del trabajo tomé la cena (17),Después llegar a casa del trabajó tomé la cena,4.0,3,"Minor deviation (edit=2, content_overlap=0.86); meaning essentially preserved"
12,vA,26,El ladrón al que atrapó la policía era famoso (17),El ladrón al que atrapó el policía era famoso,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=2, n_target=10, n_learner=9)"
12,vA,27,Le pedí a un amigo que me ayudara con la tarea (17),Le pedí a un amigo que me ayudara con la tarea,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=12, n_learner=11)"
12,vA,28,El examen no fue tan difícil como me habían dicho (17),El examen no era tan difícil como han dicho,3.0,2,"Partial meaning (content_overlap=0.67, edit=4, n_target=11, n_learner=9)"
12,vA,29,¿Serías tan amable de darme el libro que está en la mesa? (17),¿Serías tan amable de darme el libro que está en la mesa?,4.0,3,"Minor deviation (edit=1, content_overlap=0.86); meaning essentially preserved"
12,vA,30,Hay mucha gente que no toma nada para el desayuno (17),[Hay-] hay mucha gente que no toma nada para el desayuno,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=11, n_learner=10)"
12,vB,1,Quiero comerme el huevo. (7) ,Quiero comerme el huevo,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=5, n_learner=4)"
12,vB,2,El pez está en la sala. (7),El pez está en la sala,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
12,vB,3,La tarea la tiene Carla. (8),La tarea la tiene Carla,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=6, n_learner=5)"
12,vB,4,Él se duerme por la tarde. (8),Él se duerme por la tarde,4.0,2,"Partial meaning (content_overlap=0.67, edit=1, n_target=7, n_learner=6)"
12,vB,5,¿Qué dijo que iba a acabar hoy? (9),¿Qué dijo que iba a acabar hoy?,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=8, n_learner=7)"
12,vB,6,Dudo que sepan hablar Portugués. (10),Dudo que sepan hablar portugués,4.0,3,"Near-accurate meaning (content_overlap=0.80, edit=1, n_target=6, n_learner=5)"
12,vB,7,Las casas de este país son muy grandes. (11),Las casas de este país son muy grandes,4.0,3,"Near-accurate meaning (content_overlap=0.75, edit=1, n_target=9, n_learner=8)"
12,vB,8,Puede que haga mucho calor esta noche. (12),Puede que haga mucho calor esta noche,4.0,3,"Near-accurate meaning (content_overlap=0.83, edit=1, n_target=8, n_learner=7)"
